event id,p_spot,p_track,p_worm,x_coord,y_coord,width,length,azwidth
18,1.0,5.0468518253410366e-08,3.938026083005752e-08,1347,953,1.0775025742188586,1.9075990700875367,1.948792296612834
43,0.9986095428466797,0.00023002551461104304,0.0011217333376407623,1349,948,1.289308524404792,1.9865465027738005,1.8926429863516876
52,0.9999996423721313,1.9706767773186584e-07,1.2395450710300793e-07,1165,1024,0.3900614642412254,13.588713933175823,42.74889092765749
55,0.22115422785282135,0.06680253893136978,0.7111508846282959,1189,1003,0.9606638108495288,4.0985326173541825,4.387494219775306
73,0.9997438788414001,3.442973320488818e-05,0.0001330425584455952,1362,949,1.4195562014060794,1.932993052307036,3.1857382170775135
77,1.0,3.4454437525255344e-08,3.123159686424515e-08,1326,959,1.002363295469289,4.485366267612536,6.575984645870152
81,0.866487443447113,0.036543551832437515,0.09509437531232834,1203,1006,1.5986541881000826,4.2031484101593435,5.559393680833319
