event_id,p_spot,p_track,p_worm,x_coord,y_coord,width,length,azwidth
236962442,0.000259847,0.969025075,0.030111011,594,936,0.565711039,9.406265582,88.45736318
236964296,5.73E-05,0.957092464,0.042835481,1925,245,6.509528861,732.3534452,536339.46
236975136,0.000282704,0.974680245,0.025011851,1071,1473,0.480550856,3.220956956,10.3265198
236975905,3.49E-05,0.992074847,0.007767585,1529,372,0.42949722,8.396365081,70.41419073
236987212,2.85E-05,0.964447379,0.035511196,975,494,0.70725789,4.421262404,19.1897359
236998138,0.003111479,0.928292096,0.06825538,323,1012,0.487533869,2.709789367,7.228191092
237071618,3.68E-06,0.98623836,0.01294479,1427,466,0.552572741,5.896446087,34.65192324
237159334,2.63E-05,0.981169879,0.018789532,1625,75,0.524706672,4.809513506,23.08424302
237159858,4.82E-05,0.98573643,0.012734146,1822,642,7.86542476,153.2456888,23453.77846
237407745,6.75E-06,0.989064455,0.010913628,1318,1862,0.391671068,3.854940312,14.86051263
237861563,0.00277696,0.934748113,0.062211528,1419,1134,0.643003768,2.671985111,6.994508889
237876536,0.000169859,0.849951565,0.149489433,1859,178,0.701956055,2.17115603,4.683794492
238178677,2.09E-05,0.993983328,0.005286913,1863,734,0.191274919,6.278408595,39.39341886
238222896,3.43E-07,0.999247432,0.000749318,93,174,0.521684968,10.14585358,102.9379569
238223561,0.020909451,0.902572751,0.075699195,2143,1487,0.30023733,2.883477068,8.083540362
238227266,0.000211279,0.936914742,0.062769189,1261,1676,0.35974061,4.652805533,21.61296408
238229191,9.47E-05,0.921229482,0.078632236,435,407,2.332543278,22.95236032,249.1357381
238232774,0.000189169,0.864400089,0.135320842,657,1877,0.854463648,3.71460539,13.27695296
238246163,0.073415898,0.843771696,0.081895575,1071,1508,0.555290331,1.758690048,3.090215193
238267100,0.000360887,0.9472363,0.052068915,87,213,0.397196917,3.507062141,7.205800356
238276015,0.001063073,0.936082721,0.062772751,871,1634,0.469039121,2.601568432,6.703671682
238292579,1.12E-05,0.945013165,0.054960061,88,1241,0.433284425,3.938861281,15.34306057
238295182,7.40E-05,0.974321723,0.025466578,2356,1327,0.841222822,19.05139523,362.9299193
238330888,0.000196254,0.936611354,0.062631808,2073,376,0.706049276,12.24776984,0.73153604
238332788,3.57E-05,0.955958545,0.04385148,2404,50,0.440193173,5.03018766,25.17485891
238337690,4.94E-05,0.93779844,0.062122639,1911,770,0.845645087,6.631692617,43.97930589
238362026,0.001634181,0.93088305,0.067317992,1757,1232,0.961018489,23.62993197,557.104115
238363108,0.002285835,0.849524021,0.147747591,1384,130,0.385080203,3.20271764,10.17640404
238363485,7.72E-07,0.995982051,0.004014131,1781,1228,0.677784002,11.69145902,136.3227663
238394239,0.000699941,0.862758875,0.136352241,2790,1740,0.87064404,2.497948148,6.133049559
238481869,8.17E-06,0.988292873,0.011695921,1174,502,0.490940003,5.128190125,26.03994103
238506267,7.78E-07,0.997589231,0.002409612,1785,96,0.568217377,3.624605352,13.07875105
238514214,2.91E-09,0.999657512,0.000342221,1573,1233,0.410059921,7.648122442,58.42467503
238522721,1.07E-05,0.994101107,0.005886333,1449,1370,0.756870479,12.25018434,150.0353789
238534712,1.33E-05,0.99132067,0.008665868,1325,1370,1.375889273,22.4778375,503.9183236
238539134,3.58E-05,0.953498065,0.046445191,2438,1505,1.354166517,291.7296532,85105.9704
238543056,0.002975438,0.894408703,0.101301923,1504,216,1.332734665,110.2017205,12144.37953
238568071,1.26E-05,0.995287895,0.004698025,2144,1248,0.624827117,18.10614225,327.2964858
238570342,1.73E-08,0.999273479,0.000726243,379,310,0.596520295,4.887981203,23.88351894
238570129,1.87E-05,0.969397187,0.030565279,1442,1689,2.125523623,25.00557885,265.7701222
238574661,6.32E-06,0.984093547,0.015882766,2182,1428,0.634657845,15.24956027,232.5487001
238582941,3.41E-05,0.936413229,0.063510843,2131,1520,0.719267222,14.59203698,209.1853472
238583136,0.002098376,0.851900995,0.145696253,311,433,0.81291016,2.498212644,6.231323734
238583255,1.88E-06,0.995064437,0.004920681,1104,647,0.992478297,20.25747984,410.3328506
238594210,1.30E-05,0.958588958,0.041389473,590,937,0.579789565,3.364859237,11.29809779
238610530,0.000299338,0.920865357,0.078638338,73,1248,0.536717021,32.27584694,1041.72249
238612115,0.00023508,0.919825494,0.079783283,1928,537,0.54484659,3.789384527,14.32833216
238614210,6.62E-05,0.970890224,0.028990602,364,1471,17.07692397,548.7864048,301159.6197
238617932,0.000367907,0.897323966,0.10203509,1731,1012,3.738552463,71.72556188,5107.292603
238620528,0.000119434,0.851579368,0.148096949,1171,1874,0.620779648,3.44433861,11.47819728
238623466,4.22E-05,0.968998134,0.030750029,492,1047,0.474834284,3.666783641,13.38192601
238623762,0.000914045,0.840483367,0.158080444,2277,1192,0.860479529,17.22410939,296.5552402
238623957,2.19E-05,0.989390314,0.010538113,2053,125,2.144880337,28.84411232,804.8973563
238626424,0.000579346,0.944630742,0.054757662,788,1332,0.615593853,3.62928828,13.15658972
238638934,1.01E-05,0.931957603,0.068023138,1207,684,1.625223646,23.33455165,544.492078
238643094,0.001358215,0.898412704,0.098049454,1741,1312,0.469087033,7.932334841,62.69578037
238645365,1.62E-07,0.98978734,0.010211831,399,808,0.672340647,5.563531315,30.85644339
238650260,2.72E-05,0.952655494,0.047312103,2047,1839,0.712949681,8.895862777,79.13627855
238651754,2.46E-05,0.981529236,0.018443441,255,935,0.5705217,9.619045776,92.52227234
238655637,0.000271893,0.953090072,0.046552449,935,666,0.558303974,4.323258477,18.66680949
238656696,0.000905253,0.938853264,0.059309714,2278,303,0.818461646,15.44323144,237.9541318
238658685,0.002067296,0.915907264,0.081537597,2470,434,0.647472718,2.169888304,0.588721702
238674704,4.08E-05,0.989350498,0.010604175,1192,288,0.556466307,6.014903437,28.03361324
238674926,6.65E-05,0.807032645,0.192844182,1329,240,7.717753618,24.58350814,600.0066773
238702626,0.043218341,0.834939361,0.120566987,2271,255,0.447185575,2.249952095,4.825593904
