event id,width,length,miss,dis,azwidth
510177805,0.4785058454649225,3.566009809293683,0.4216643590715116,2.027037554476937,12.176064954160498
510177871,0.7809996295600591,4.531067414426506,0.5096544434099148,2.3247692246276714,19.573169353913894
510177905,0.7451795201897795,4.037008373089393,0.3805202118413618,2.2975658387154536,15.865635571262468
510427849,8.290100518360434,186.0839819553836,5.278166409952512,23.630906327970198,32903.15585331389
510427857,0.6017441048346476,4.545182924052262,0.23369408675612371,2.23242182743365,20.43627172350337
510427959,0.7075145480195518,4.480943465756881,0.40182166076223075,6.347315919427697,20.000395259368034
510427965,0.8702213787209935,7.137906588871175,0.19684994870627207,3.8599863402974495,50.819172081395294
510427977,0.5643228279015421,5.1611071789450715,0.2920182309267793,1.8495442353188674,25.980953588702036
510428017,0.5896920462765114,7.092052223687456,0.025224836824612434,1.9909101882489344,50.28918642820087
510428049,0.7758232155599587,4.841376403395095,0.2717363762735548,4.3999192789510095,23.35181923780838
510428063,0.5575569390146927,2.3439380771088953,0.0032052499830198303,0.2711646376300313,5.4933215129075315
510428091,0.4515578557241122,5.511968369120039,0.360794728720642,4.561072187917357,30.192963554103397
510428107,0.828213877368331,12.332821112410107,0.8874177965192352,15.268419005521562,151.58699504508587
510428111,13.253120115366992,792.8738191775361,12.15395116505477,840.6518049970705,628517.5221164013
510428127,0.6977799879097588,5.159982242967798,0.284857348891544,3.8617056549649296,26.48319025683116
510428185,0.698079771541603,3.1597569554751823,0.3082906973450575,2.4536305871046653,9.834137647241514
510428205,0.5152657033269579,10.769123911922053,0.16766166814039896,9.719827716494063,115.9395992960322
510428229,0.6001209771867335,4.45348438269103,0.35119199087765185,1.7003083704452444,19.00276419792484
510434357,0.5013535416292029,6.038865152234556,0.24509805315931116,4.729697169220693,36.37063383740181
510436239,1.259698284479364,23.984133324173055,0.7596367265709181,3.6847061948337796,550.8574806973628
510436347,0.5985880961134512,3.877920612416989,0.3261288318853936,2.401073663670406,14.767440825531208
510436890,0.46899452656621776,2.656390015138054,0.0373569146312873,0.1412895826521953,6.578490903124764
510436921,0.3061916023400949,3.703507917441035,0.11422940356930923,0.13247088503027077,3.587059872791867
510437111,0.8548847082694815,7.661457193098873,0.2826697137806955,4.512175646846199,58.47043361227256
510437702,2.458357918204453,114.97186974014046,0.9227138908705516,32.40049648696017,13207.81529802393
510437996,0.6158894367613511,2.6613106808952938,0.08116217493513826,2.9260262521649296,7.077416309533248
510438471,0.4020668446392777,8.427122542960548,0.3153540887745506,6.2953440025822704,70.83859949421196
510438521,0.6015631131473314,6.076922048041516,0.37024614504556197,5.363680248375659,36.75474207642419
510439602,0.942062033595228,48.09115414377716,0.479033892543712,19.23729701335224,2311.325553268308
510439695,0.6823185550846758,9.545914981419417,0.33940522339357165,7.0429556364218895,90.91395781502112
510440217,0.6687669565411472,3.6362549991054784,0.13178959065780113,0.6517917393031956,12.700063847621122
510440871,2.1120732475193296,80.18633378894694,0.774824439236824,7.007292251729713,6351.2874004016185
510443092,0.6679428870204382,9.49237998422894,0.03299792461824444,7.371397245986197,90.10348031096039
510444145,0.33393290250947993,5.466796161394743,0.2531527435131177,2.3406087575403816,29.537563473512428
510454345,0.6739083483281336,9.490178980359572,0.15755386267314642,5.201731284248721,89.98128879495117
510454897,4.823850004917977,347.33734257314126,0.27059886216000334,36.83633163133405,120636.72051348303
510454929,0.7441640530995782,6.621789655838507,0.1270654641593013,5.592596897398316,43.825745382075375
510456518,2.5077729635345016,486.6993898281955,0.25068333517718644,86.58351636996231,236874.3102518678
510460778,0.5936291912406121,7.15455719144863,0.08040252679020694,9.250058339160574,51.18384061413408
510460874,0.6767705132566042,3.785281919550331,0.34582687472030893,1.4596137015906143,13.549733470570692
