event id,p_spot,p_track,p_worm,x_coord,y_coord,width,length,azwidth
1,9.910034714266658e-05,0.8705691695213318,0.12926222383975983,1290,969,0.9290798657308492,4.025678337603668,10.819617839014162
2,0.007919706404209137,0.6922364234924316,0.2962205410003662,1295,970,0.9015877890436906,3.629330218709685,8.67796722719057
3,0.03318256884813309,0.6442800760269165,0.3168881833553314,1301,967,0.9557391027732128,3.2529792240461513,7.155662411866689
4,0.011769533157348633,0.87259840965271,0.11469307541847229,1291,972,0.8768010625056716,3.382206935715786,7.4737752960191415
5,0.005897315219044685,0.010605058632791042,0.9834827184677124,1297,968,0.9684320210771074,3.2210157210128982,6.984700658524417
6,0.00022995889594312757,0.13857807219028473,0.8611165881156921,1300,973,1.000264291477343,3.716227393433956,9.095327576146035
7,0.0021043200977146626,0.7526286840438843,0.24460849165916443,1292,972,0.9045543426806039,4.011198393434769,10.780548893120809
8,0.002110763918608427,0.635871946811676,0.36182767152786255,1284,973,0.7994115930293617,4.976016217272096,16.990786633562962
9,0.003553280606865883,0.25335705280303955,0.7400392293930054,1300,970,1.0195882067287403,3.764303030990134,9.452517652742976
10,0.029181979596614838,0.49195966124534607,0.46983999013900757,1297,969,0.9453929973266759,3.4321468476332284,7.941425081164804
11,0.0020876568742096424,0.6292930841445923,0.3682769238948822,1290,974,0.8856337886886763,4.270605143741077,11.875211176505747
12,0.17414236068725586,0.5131060481071472,0.2926132380962372,1290,975,0.8739035621303747,4.03485326391912,10.594785504487072
13,0.024547770619392395,0.8485136032104492,0.12504109740257263,1299,972,0.8730165924707629,3.1742429216405474,6.861109562451214
14,0.001185673289000988,0.20829546451568604,0.7905080914497375,1022,849,3.073222476186538,108.02583450753859,10822.880891813862
15,0.05740159749984741,0.4033568203449249,0.5381782650947571,1286,970,0.8700183010175666,3.988162878607728,10.393955166583835
16,0.00834890641272068,0.81926029920578,0.17191386222839355,1289,972,0.7989113078586026,3.515313191490028,8.037637968580748
17,0.004255776759237051,0.43015536665916443,0.5646659731864929,1290,969,0.8450496671603328,3.6499714497513884,8.868777794055354
18,0.002552162855863571,0.7442618608474731,0.2526446580886841,1287,974,0.8601006645624576,3.5158814971334573,8.182211978717977
