event id,p_spot,p_track,p_worm,x_coord,y_coord,width,length,azwidth
1,3.936454220365704e-07,0.9869375824928284,0.013051401823759079,1350,726,0.9113270408793618,5.016197873063215,8.171399830007177
2,7.993775216164067e-05,0.32179927825927734,0.677480936050415,1423,1123,1.9954492837519757,5.749589564375071,5.07957171861286
3,0.0003862794255837798,0.8982337713241577,0.0999058336019516,799,1093,0.9678602139173376,7.119767796327885,2.2107369950195745
4,0.0011887791333720088,0.4269632399082184,0.571549654006958,839,715,1.0533833750969293,6.170267325843064,7.339580067906188
5,6.0757975006708875e-05,0.915920615196228,0.08398523181676865,1718,869,0.9333360925826001,4.425446938973556,6.338726336799821
6,2.3039901861920953e-06,0.9761340618133545,0.023860860615968704,736,1169,0.8615426736000589,5.74762664120908,0.9624219498008778
7,0.022882038727402687,0.3303518295288086,0.6462104916572571,1198,1142,0.6955905049255366,6.483587082156685,2.76768755514252
8,1.3113822205923498e-05,0.9674476385116577,0.03252343460917473,948,1399,0.8165564820720028,6.59607122682143,0.807464212441427
9,0.006739580072462559,0.4124833047389984,0.5789886116981506,1106,1059,0.9566200382149721,4.840002053747307,2.8001387675579066
10,3.1623972063243855e-07,0.993818461894989,0.006180349737405777,905,1326,0.8575079550166886,5.977989652314414,0.7414761019978143
11,2.4928060156526044e-05,0.9232699275016785,0.07606559991836548,1180,892,0.8876117679137339,5.869815158957858,7.063097622930016
12,2.684932951524388e-06,0.9378557801246643,0.0620851069688797,1874,660,0.9749196876942738,4.932380934526706,10.624376582545862
13,3.204797030775808e-05,0.8522117137908936,0.14768710732460022,1529,558,0.8686116960137236,5.053959686122971,12.545255786926088
14,0.002614322816953063,0.6581220030784607,0.3390140235424042,1220,1247,0.8860691295124092,7.381559238236573,3.157771857930834
15,1.5341654943767935e-05,0.9098290801048279,0.09012626111507416,1502,788,0.8447309690004582,5.717816277629871,10.959542048787142
16,0.09767630696296692,0.12862643599510193,0.7723673582077026,1125,1588,2.0975002649926533,14.452671048731055,57.81785047289412
17,0.00042091068462468684,0.4723103642463684,0.5270310640335083,1445,680,0.8230776777963223,6.072777872633039,16.72484909924675
18,0.00011882410035468638,0.8000551462173462,0.1989440768957138,770,798,0.9895805415992724,6.101197871915041,5.109914874496263
19,0.0007235055090859532,0.8567454218864441,0.1415538340806961,919,793,0.9097989328079582,5.885849487298162,7.029856630109301
20,0.0003883920726366341,0.9268896579742432,0.06656435132026672,2128,674,0.9512741875844521,3.991642090475843,7.758765081022814
21,0.019576385617256165,0.6417746543884277,0.31754937767982483,1586,913,0.9203822574785498,5.877815711880291,8.725157475695944
22,0.00194751366507262,0.9106542468070984,0.05789685249328613,2044,1318,0.9060581643808442,5.318828562963326,2.7796420722412383
23,0.0001968160504475236,0.9308661222457886,0.04504766687750816,1489,710,0.9020287666206434,5.217517447595239,10.258518082930856
24,4.850193704442063e-07,0.9384287595748901,0.06156878545880318,1951,1044,0.8731575743782737,6.078444597558486,6.1921565132228675
25,4.019876359961927e-05,0.8934346437454224,0.10650169104337692,1613,1107,0.8804422700800182,6.508647439649625,5.574735850650701
26,0.0006406521424651146,0.8528574109077454,0.14541548490524292,1521,1122,0.9027102825353311,5.5028916377573,3.992424951525279
27,4.421679733468409e-08,0.9951832890510559,0.004816119559109211,1848,1158,0.8901673937042686,4.812183067981849,3.561923906686394
28,3.497472789604217e-05,0.933517336845398,0.06591839343309402,1636,1057,0.9830360535143801,6.369899317484412,7.1133323562149755
29,0.00028807262424379587,0.9255874156951904,0.04732298105955124,1140,757,1.0007161604681756,6.0487861782848595,10.16940966725122
30,4.032216565974522e-06,0.75752854347229,0.2424471229314804,1580,583,0.8006186215359499,5.036898133219427,11.809943486933438
31,0.004730589687824249,0.88234543800354,0.10868344455957413,1644,964,0.8965251017544228,4.400622060869634,4.153846716940124
32,1.4157732039166149e-05,0.9640718698501587,0.03577116131782532,1224,1089,0.8909247393262302,6.10933504503974,3.82135157985435
33,0.00020618928829208016,0.9277253746986389,0.07154189050197601,841,654,0.8521131335509927,6.583172679041149,11.78051592458563
34,2.7461708668852225e-05,0.9670727849006653,0.032436057925224304,1054,1391,0.9245760995651965,7.135015298856304,1.0640103940116732
35,2.0838260752498172e-06,0.9931482672691345,0.006838975939899683,1305,915,0.8802332907832285,4.776305083942378,5.538116936663427
37,4.557889769785106e-05,0.9286080002784729,0.07041401416063309,1362,1252,0.9151217353433252,5.708205896063938,2.2297819192764705
38,3.5834486880048644e-06,0.9648559093475342,0.0351356603205204,2260,1748,0.9126379868416291,5.792838411971139,1.0130610693125601
39,0.0006816654349677265,0.9003598690032959,0.06778766214847565,1188,1087,0.9067938967604754,5.026164742688748,3.0386520714448024
40,1.9146929844282568e-05,0.9785943627357483,0.021351082250475883,813,1444,0.8370926908361704,7.42711746762672,0.7762921453479507
41,0.0010419629979878664,0.8205372095108032,0.12135141342878342,1302,1460,0.9721769979561866,5.396740240931629,1.076877917541889
42,0.00012877010158263147,0.6540418267250061,0.3457304835319519,1136,1199,0.859589748629602,6.514743335371533,2.674667852552556
43,7.084035587467952e-06,0.9863507151603699,0.013308726251125336,2091,1489,0.9285988642044192,5.505246723237521,1.8411346469571734
45,0.0004173005581833422,0.9053753614425659,0.09004610776901245,1641,744,0.9175500188871225,5.4309142069684215,9.515900636348432
46,1.91468443517806e-05,0.8636553287506104,0.13628622889518738,1275,1242,0.9827107477584764,6.46625638469209,3.1678772386594822
47,0.9937400817871094,0.0023213999811559916,0.0038824190851300955,1445,1007,1.353370169587303,94.00927927490949,129.65889419570752
48,0.00022380889276973903,0.8853236436843872,0.1136796697974205,1075,991,0.8801185611752665,7.28393049778215,6.404249571307973
49,1.780504135240335e-05,0.95196932554245,0.047573164105415344,928,1082,0.9492256013354394,7.0528467050236126,3.3347187506299365
50,2.922559178841766e-05,0.8321882486343384,0.1677137315273285,1098,1078,0.9148737332332834,6.643866006881771,4.22969134796048
51,2.1523877876461484e-05,0.9311516880989075,0.06881751865148544,1869,1121,0.9216460386877137,3.8729422669609552,2.717846620455157
52,1.5108610568859149e-05,0.7954564690589905,0.20450375974178314,1305,677,0.8236810174946577,5.517915146559727,11.46970133808406
53,2.098599543387536e-05,0.9747244119644165,0.024845391511917114,848,732,0.8824295377406521,6.146943904357099,7.786684303172619
54,3.3512529626023024e-05,0.8910328149795532,0.10858216136693954,1621,1044,0.948176137578025,5.2978457613932255,5.687476587596759
55,0.00043147525866515934,0.9580890536308289,0.0363427959382534,1747,1337,0.8808149540494327,5.085561566403689,1.044413476751589
56,0.06037374585866928,0.7042200565338135,0.23341897130012512,897,829,0.8034179159222273,6.833246417333496,7.819120616180168
57,3.07156951748766e-05,0.8954764008522034,0.10433892160654068,1488,604,0.8918470917664676,5.48997745424117,13.815788022164243
58,5.067053280072287e-05,0.9478129148483276,0.05182577297091484,1124,1087,0.8957270490815494,5.797447151939327,3.212084195941402
59,0.07877560704946518,0.20537973940372467,0.7147491574287415,1280,1051,0.9707186059846584,2.943296557846591,2.1181679361251655
60,5.353913365979679e-06,0.9404377937316895,0.05954727530479431,1824,833,0.924033239092636,4.982902412643504,8.038682098236393
61,0.00013219346874393523,0.7429433465003967,0.2567768096923828,1424,1157,0.8865986226229137,5.435440474612358,3.838514264951475
62,1.3246022717794403e-05,0.8058202862739563,0.19415059685707092,1109,1088,0.9669963058396507,5.6047862804739355,3.520074557947983
63,0.00015198555774986744,0.4400363564491272,0.5596054196357727,1348,749,0.9799000814468402,6.354423310694137,13.708395473498229
64,1.7979797348743887e-06,0.6378980875015259,0.3620850443840027,747,561,0.8743738142839828,6.737196031476743,13.349315524529933
65,0.00044207030441612005,0.8449050188064575,0.15435323119163513,779,929,0.8521681045650185,6.910330464674279,3.462723324289162
66,0.0034882109612226486,0.6817800998687744,0.31147974729537964,1207,1111,0.903357180790791,4.670001307473793,2.514346188610747
67,2.3822278308216482e-05,0.9815232157707214,0.018372122198343277,1414,635,0.9605272969003498,4.653195305333664,9.438471692566882
68,1.8346685237702332e-06,0.9380183219909668,0.06196777522563934,698,1088,0.8852126349897231,7.16120231330199,1.337391052642084
69,2.71005501417676e-06,0.9871984124183655,0.012579434551298618,931,823,0.8688959106924637,5.381418647738507,5.424966018229395
70,8.630171919321583e-07,0.9826750755310059,0.017320599406957626,1560,562,0.8899142109886867,5.222684801144298,14.872069693248847
71,5.114798568683909e-06,0.9755985736846924,0.024383243173360825,1535,701,0.9295237573364814,4.912973540623238,9.74908697176872
72,5.964211169384726e-08,0.9920068383216858,0.007992853410542011,1395,505,0.933914440200942,5.815945739179054,16.14999795710373
73,2.908839815063402e-05,0.9647855758666992,0.03492126986384392,478,1098,0.9696432960000081,6.845171032264668,0.9852337145828921
75,7.933756023703609e-06,0.8377500176429749,0.1622365117073059,598,684,0.953013624835334,7.000970227402846,6.932516720290142
76,0.008531040512025356,0.5749579668045044,0.37138646841049194,1465,1356,0.9719693247778475,6.249230582131836,2.1356864904814787
77,4.8860897550184745e-06,0.9925360679626465,0.007454217877238989,927,1150,0.8896490997122871,6.65337048526389,1.7053856725287406
78,0.0001468667178414762,0.9141462445259094,0.08550860732793808,1262,1080,0.9998025114267826,6.432434680581606,4.242469580036582
79,0.00028393586399033666,0.1565210223197937,0.8431376814842224,1006,883,0.73376430954812,6.094229837671777,3.831737136240663
81,7.632645520061487e-07,0.9776400327682495,0.022350311279296875,2352,1077,0.8622755802698494,4.585731584727351,3.6741451331447474
82,0.005350827239453793,0.9303222894668579,0.06361618638038635,772,1885,3.0764417271588003,384.32626394488636,45371.65313068598
83,0.008014713414013386,0.458186537027359,0.5307470560073853,1504,863,0.8600373387509741,4.326696905857347,5.562987913836512
84,4.147384302655155e-08,0.990448534488678,0.009551146999001503,1301,1536,0.9336991504823468,5.536425606831857,0.9847096508450015
85,4.9920872697839513e-05,0.016700275242328644,0.983249306678772,1258,186,1.02507949029497,4.489365909849899,16.00030390873991
86,0.05608626827597618,0.0459856241941452,0.8974275588989258,1188,1397,0.9129002984580162,4.873033130739254,0.8840885108387542
87,0.00027198600582778454,0.9024901390075684,0.0971289873123169,1565,1298,0.9141278469295627,5.836556017531478,1.8557073259257142
88,0.0016874358989298344,0.7196006178855896,0.0790780559182167,1469,771,0.8872931698866358,5.87404631027451,11.591410076926309
89,3.488429501885548e-05,0.9791832566261292,0.016549652442336082,772,1173,0.8557495644335171,6.668618370141966,1.1968172107359725
90,6.585966184502468e-05,0.7448742985725403,0.2550334334373474,1218,742,0.8847773703577373,6.344675252257686,12.335880131370109
91,4.034464780033886e-07,0.9936096668243408,0.006389234215021133,1385,688,0.8596071088943702,4.534235428541689,8.594308128514214
92,9.785910151549615e-06,0.9739791750907898,0.0259840227663517,1370,695,0.8407387969921069,5.572397700724143,11.567697554613254
