,event id,width,length,azwidth,p_spot,p_track,p_worm
0,6,16.719663462760757,93.01087052892711,6444.951926800846,9.498538929619826e-06,0.9946436882019044,0.0019309483468532558
1,16,1.917030221688024,324.44129745005404,42954.474543131975,0.3427655100822449,0.017257461324334145,0.6399754285812378
2,24,4.505717596155229,168.13899629080643,767.6557222346142,0.004833593033254147,0.671841561794281,0.3231000006198883
3,44,0.26975915373839005,8.043767121922897,0.2473744525969146,3.499995364109054e-05,0.9911175966262816,0.008308365009725094
4,46,12.532447184840155,94.42034466677532,220.94905248240772,0.00021916865080129355,0.9481667876243592,0.05147123709321022
5,49,0.5584493117092667,24.71917493488203,90.58420520816307,1.026715267471445e-06,0.9975183010101318,0.0024732293095439672
6,59,7.0929759807851696,76.46064692255585,2983.564330093195,0.0004977986682206391,0.6923550367355347,0.30712786316871643
7,68,11.585944345757447,219.66245914111943,3531.949556458777,0.0002008401206694544,0.7075491547584534,0.2920238673686981
8,71,0.3590267514483793,9.33009048052928,10.372000369868287,5.267324740998447e-05,0.9892430305480956,0.01068919524550438
9,77,0.40278970789736346,120.6143934221052,1841.427043101023,5.90467607253231e-07,0.9986989498138428,0.0012012117076665163
10,92,11.331595352434793,27.734234508144016,747.6704869187729,7.936434849398209e-05,0.7964687347412109,0.20343226194381714
11,96,16.332459885604223,105.51102501489464,6345.539921258612,0.009869164787232876,0.5152859687805176,0.4741378426551819
