event id,p_spot,p_track,p_worm,x_coord,y_coord,width,length,azwidth
1,0.1268853396177292,0.09565334022045135,0.7761711478233337,1336,953,1.5364756656559704,9.509789679497086,30.644585944443797
2,0.00017382155056111515,0.9899955987930298,0.009686628356575966,1253,972,0.9562331506064832,18.72147667805244,106.30702964708549
3,0.00011638838623184711,0.9716485142707825,0.02539897710084915,1281,982,0.9668884135509667,17.757210639637766,93.84255830588297
4,0.0024321742821484804,0.9373376965522766,0.04820677265524864,1360,945,0.9195197073343023,16.33306852779789,88.92420252281848
5,0.00022357961279340088,0.9773229360580444,0.0220022089779377,1288,968,0.8994872137785702,17.269079593814425,93.98412438218746
6,0.02351723611354828,0.7751243114471436,0.19327306747436523,1316,969,0.9191813701791005,15.500103453237267,73.7540867806617
7,0.001179585000500083,0.9614890217781067,0.03542506694793701,1291,975,0.9156402831161409,18.695906204502606,107.13275323734702
8,0.00037448375951498747,0.9388157725334167,0.06076433137059212,1251,995,0.8878961929611584,17.272552469431794,85.20183413042398
9,0.2701569199562073,0.37444278597831726,0.35052862763404846,1238,989,0.7832224634878856,19.760068713334366,113.85437574624085
10,0.01026585791260004,0.7750340104103088,0.09377855807542801,1289,983,0.9211368406387285,16.975566534395934,87.39593856434261
11,0.00043401974835433066,0.9368986487388611,0.06135054677724838,1262,977,0.9381480773279104,16.95307728595878,81.44151666016036
12,0.0034504132345318794,0.7906447649002075,0.20233485102653503,1311,976,0.990504952460438,18.021843003629517,97.36891394789406
13,0.00010471991845406592,0.9653455018997192,0.03370034322142601,1260,969,0.8913694198998693,18.916394112286863,108.10788228373308
14,0.01658899150788784,0.9278377294540405,0.05241942033171654,1385,961,0.9135456416489329,17.788962259570336,109.3447832273765
15,0.019322041422128677,0.6794859170913696,0.2381407767534256,1303,963,0.9810170823768127,17.510107533709046,93.76421746271073
16,5.91597672610078e-05,0.9119170308113098,0.08799666166305542,1261,959,0.7598031194494217,19.359753878797743,114.69080371935705
17,1.1008401997969486e-05,0.9937171936035156,0.006106899585574865,1257,992,0.9040169273100578,17.446975920866894,87.87633125678946
18,0.0028591565787792206,0.787672758102417,0.20149603486061096,1310,941,0.8863324138652229,17.434461445514604,98.26501435916707
19,0.0032910220324993134,0.8334246277809143,0.16179783642292023,1325,972,0.8501102809654478,16.67453387193463,85.6763742889142
20,1.6831552784424275e-05,0.8363427519798279,0.16363248229026794,1264,982,0.8506619733072232,20.40023417930861,121.68171579972866
21,7.754487887723371e-05,0.9681655168533325,0.03109917603433132,1281,981,0.9116197961442678,17.06492927653753,88.39371232404244
22,0.7188596129417419,0.1367662250995636,0.1365806758403778,1320,942,0.942562492919981,17.469842063472584,96.95267060781359
23,0.00015945310587994754,0.9473972916603088,0.05227341502904892,1291,975,0.9765856154768482,19.365150612751385,115.76837267061823
24,0.0014053870690986514,0.6550673842430115,0.3434550166130066,1262,990,0.9635736444668593,14.235487188258237,56.88857466037564
