,event id,width,length,azwidth,p_spot,p_track,p_worm
0,1,0.8455225061629108,1.3225772379605392,1.3689269229397731,0.99919456243515,5.9964902902720496e-05,0.00046117915189825
1,2,0.8910737228326991,1.4004520218691308,0.8423508089250374,0.9957236051559448,0.00014454197662416846,0.0007761205779388548
2,3,0.9742482390045788,1.131415127704105,1.2462568699881296,0.9998005032539368,1.8568283849162978e-05,0.00012198504555271938
3,4,1.1104730713991564,1.3245743947413242,1.2344935419777183,0.9929074048995972,5.31423429492861e-05,0.0003298715455457568
4,5,0.7082674346656183,1.6723440456875611,0.6470046493031771,0.982396125793457,0.004578580614179373,0.012830920517444607
5,6,0.8431908264080366,1.2638435516673805,0.9630573240698947,0.999485969543457,0.00011227709183003752,0.000313827593345195
6,7,0.9374323389816188,411.3408749467517,106375.2336423248,0.999903917312622,2.3235370463225987e-05,7.160820678109303e-05
7,8,0.8482182873014321,1.8151581350716164,3.2658073649947004,0.9626976251602172,0.012701623141765594,0.023576738312840455
8,9,0.7835592980487759,0.8411093896649454,0.6861377899316211,0.9999672174453736,5.719719865737716e-06,2.654383752087597e-05
9,10,0.7954479117271047,1.0571825952671967,0.9542483211008947,0.9997686743736268,4.190260369796306e-05,0.0001833721180446446
10,11,2.16579863838236,6.6000775069945306,23.228225367125287,1.60005271254704e-08,7.49651462683687e-07,0.9999992847442628
11,12,0.8500331394657866,1.1069220552040973,1.1788242061109384,0.9999376535415648,1.293111654376844e-05,4.853464633924887e-05
12,13,0.7342804324985278,2.1493773373376506,1.6954179565311995,0.27204006910324097,0.44915807247161865,0.2769467234611511
13,14,3.6749483828429086,12.785744018792494,34.67432228261779,5.846656167020349e-13,2.775683185518574e-07,0.9999997615814208
14,15,1.036912896541039,1.2404295278915505,1.3133216235662624,0.999698281288147,8.453383088635746e-06,7.292335794772953e-05
15,16,0.7718789247309046,1.1678547420017735,1.1196401791024595,0.9989222288131714,0.00017541814304422587,0.0008833293686620891
16,17,0.8496685788269843,1.5904031192187646,1.5108726560141617,0.998367726802826,0.0002582113665994257,0.000677766278386116
17,18,0.8538661865899387,0.9382983576640206,0.7571029454291799,0.9999101161956788,1.4709454262629153e-05,7.052684668451548e-05
18,19,1.0696936723787345,1.2266702770162825,1.4795470587166424,0.9811586141586304,1.9922097635571845e-05,0.0001384402421535924
19,20,1.6946895577557242,12.059269876395676,98.8623921927372,0.0005350110586732626,0.02895861119031906,0.970457911491394
20,21,0.9860499269314156,1.8122189162650164,3.266702885378552,0.987272083759308,0.0013675127411261199,0.00646767718717456
21,22,0.8096120332495454,0.8401694030181166,0.7052914036726989,0.9999454021453856,9.723940820549616e-06,4.453322981134989e-05
22,23,0.8212658043295554,1.1123330445969248,1.2157638585408073,0.9999158382415771,1.1674796041916126e-05,5.593293099082075e-05
23,24,25.320753959368965,228.97319455129158,10941.50124381033,-1.0,-1.0,-1.0
24,25,0.8206023565135123,1.2232414850395397,1.4759974206450788,0.9998782873153688,1.8818929675035182e-05,9.018762648338452e-05
25,26,0.8591626911492329,1.0888873124659064,1.0210345837369983,0.999278724193573,4.16286893596407e-05,0.00025550322607159615
26,27,0.8433862460213384,1.7299158264992818,0.862506752725565,0.9896389245986938,0.002658143872395158,0.005355243105441332
27,28,0.9598686312150624,1.1007398117816576,0.9557015750056012,0.9992951154708862,1.3021044651395641e-05,7.442741480190307e-05
28,29,0.9072157676407148,1.6657836135935091,2.5012281612205065,0.9956865906715392,0.0005548355402424932,0.0022411097306758165
29,30,0.869600599802025,0.957071365797042,0.8585391982836241,0.9999399185180664,8.357411388715262e-06,5.029960084357299e-05
30,31,0.8732222083016544,1.7278179918625065,1.5398363508250468,0.9931077361106871,0.00216413289308548,0.002745429752394557
31,32,0.8354356639441333,0.8663598412489258,0.7497358299690297,0.9998968839645386,1.90530681720702e-05,8.262348274001852e-05
32,33,0.8658417820158599,1.0611654898252922,1.123819373373638,0.9999500513076782,7.031324003037297e-06,4.180713222012855e-05
33,34,0.8869445816621595,1.2088209366532632,1.4423979915633849,0.9995542168617249,2.662376755324658e-05,0.00017012200260069219
34,35,0.914752857076236,1.7419854413190754,1.2622235624470604,0.9791362881660458,0.006539185531437397,0.013499405235052107
35,36,0.9058430056822993,0.938103341938927,0.8650482389415383,0.9998910427093506,1.4480176105280408e-05,7.488123083021492e-05
36,37,0.8191760441190827,0.8264564713507985,0.6828585455395434,0.9999444484710692,1.0873184692172801e-05,4.266579344403e-05
37,38,0.8429001187826759,0.8679462502721446,0.7465204469987681,0.9998198151588441,2.46356339630438e-05,0.00014470827591139823
