,Unnamed: 0,Unnamed: 0.1,azwidth,event id,length,p_spot,p_track,p_worm,width,x_coord,y_coord
6417,87,,0.4442411042989876,88,0.6721986843883825,0.9999995231628418,1.8364013953942046e-07,2.7610877850747784e-07,0.6562688838691202,,
6418,88,,0.41870353864064347,89,0.6701428827348169,0.9999997615814208,6.155430298804276e-08,7.921295264168293e-08,0.6201388498712261,,
6419,89,,0.3644831321340855,90,0.6722135260045131,1.0,2.2998184689981827e-08,3.444471019520279e-08,0.6023028371992036,,
6420,0,,7.760372975490617,1,3.435387946325295,0.0001242931466549635,0.05130010470747949,0.9485639333724976,0.8071734759773105,,
6421,1,,7.8157974853336505,2,3.4958772989217186,0.005234907381236553,0.691493034362793,0.3009478449821472,0.0,,
6422,2,,5.43167297559917,3,2.8785439293660486,0.0013035463634878395,0.748169481754303,0.249948650598526,0.6202213079716107,,
6423,3,,1.7434334992566345,4,1.8021109328066047,0.00479353778064251,0.4099830985069275,0.5844547152519226,0.538965358978211,,
6424,4,,2.152011121648525,5,1.8511306651153177,0.010464658029377459,0.8245229125022888,0.1634078323841095,0.5026018153497427,,
6425,5,,7.684939355076955,6,3.4291779535049325,0.00025923695648089046,0.09178675711154938,0.9079043865203856,0.7033516100307371,,
6426,6,,11.758948391071705,7,4.286731361101124,0.003521502017974853,0.5753312706947327,0.4189158082008362,1.52587890625e-05,,
6427,7,,3.2579389325424817,8,2.2258196231323453,0.010528983548283577,0.8985199928283691,0.0905761495232582,0.558811638595301,,
6428,8,,13.283489809406035,9,4.539146886807061,0.00036576989805325866,0.3544251024723053,0.6451471447944641,0.4447117204738857,,
6429,9,,4.728533972048743,10,2.605994398599612,0.019594911485910416,0.11385556310415268,0.8664297461509705,0.7170417738825501,,
6430,10,,0.6996809617718537,11,0.9275911068797968,0.17560827732086182,0.625178337097168,0.1962210088968277,0.4827454480458556,,
6431,11,,11.984445367907755,12,4.346039620387671,0.001133309560827911,0.7154834866523743,0.2825448215007782,0.4960729444979636,,
6432,12,,2.694017154148977,13,2.0887615483354183,0.029922142624855038,0.6823897361755371,0.2855338156223297,0.3814006499232229,,
6433,13,,3.8101096005463866,14,2.3641982208117494,0.0030223473440855733,0.8826998472213745,0.11413706094026566,0.44688643966158187,,
6434,14,,8.533322607069445,17,3.6295638117476017,0.009716374799609184,0.6905591487884521,0.2967831492424011,0.49944016074595504,,
6435,15,,6.694199064976997,18,3.1340334315146765,0.001425908412784338,0.777410089969635,0.2205975949764252,0.5244375742824813,,
6436,16,,10.58897088084538,19,3.983065413976079,0.0001461321662645787,0.05489711835980415,0.9449464678764344,0.7405640690026148,,
6437,17,,6.837909249604168,21,3.228208061477172,0.0175466351211071,0.6246080994606018,0.3560805320739746,0.6167636362231059,,
6438,18,,1.1172026069438874,22,1.2769321319792888,0.0001625704753678292,0.05278917774558066,0.9470388889312744,0.43937746109517023,,
6439,19,,4.5869208084274335,23,2.6450796122693,0.0418446883559227,0.5979955196380615,0.3508200943470001,0.3620925017560663,,
6440,20,,9.700954869975366,24,3.7858907159672057,0.009129543788731098,0.32409030199050903,0.6597306132316589,0.4659612394248882,,
6441,21,,9.91008853310635,25,3.9397753157680135,0.2983637452125549,0.5072993636131287,0.1865580826997757,0.6662741016081666,,
6442,22,,2.282309843954317,26,1.8166074705425552,0.005304476246237755,0.8171947002410889,0.1769462823867798,0.5906702724052738,,
6443,23,,8.908087298065054,27,3.65889033236894,0.007500622421503067,0.5016171932220459,0.4734801352024078,0.9253372128855518,,
6444,24,,2.794854441283916,28,2.0173647270998774,4.417440140969121e-05,0.10027638077735901,0.8996757268905641,0.7699890367927645,,
6445,25,,1.7806089964553669,29,1.818164547011406,0.20828339457511905,0.368386834859848,0.4178558886051178,0.3913119617217011,,
6446,26,,5.390199567391588,30,2.8882385937480626,3.2530409953324124e-05,0.0005664632772095501,0.9994009733200072,0.4231808380872165,,
6447,27,,5.745003802978675,31,3.120219846840452,0.01670774444937706,0.02272598817944527,0.9605341553688048,0.4541899724219233,,
6448,28,,8.98162704436329,33,3.7393240717866405,0.041935957968235016,0.702605664730072,0.23388904333114624,0.5175311193579025,,
6449,29,,4.14555700694898,34,2.5949139463296857,0.0006914252880960702,0.8910415172576904,0.1080215349793434,0.3812376069332937,,
6450,30,,11.295496230926965,35,4.160632407144616,0.005259611178189515,0.8119688630104065,0.18133975565433505,0.6142473202542521,,
6451,31,,7.0702418254209976,37,3.460337960494195,0.019367588683962825,0.5569756627082825,0.4174079298973084,0.3125653580771276,,
6452,32,,14.752211562952715,38,4.849242785787222,0.001038886490277946,0.23813536763191226,0.7606062293052673,0.2889934044957949,,
6453,33,,20661.53645675521,39,539.1510445730637,0.0003006699553225189,0.9246509075164796,0.07480913400650024,0.5326504136532856,,
6454,34,,2.7107244364940155,40,2.0126930056303762,4.075950346305035e-05,0.05465357378125192,0.9453021883964542,0.7000391638831713,,
6455,35,,2.9872132478995113,41,2.1440205871452496,0.02551586180925369,0.7771784067153931,0.1936932057142257,0.6530532208251748,,
6456,36,,2.722074373202858,44,2.0098073308431594,0.0015467434423044324,0.6907013654708862,0.3071607351303101,0.3972606022425051,,
6457,37,,0.7580815349264626,46,1.0975164359554321,0.006474291440099478,0.636938750743866,0.3529883027076721,0.4727806946579539,,
6458,38,,13.83046107490038,47,4.625740789213751,0.03173558413982392,0.2395582497119904,0.7266679406166077,0.5300030437537533,,
6459,39,,12.656735635892394,48,4.402338420640193,0.1720823496580124,0.4059899151325226,0.4194832146167755,0.4916864703224079,,
6460,40,,0.9154442065696722,49,1.2020795063035443,0.02390663884580136,0.3340519070625305,0.6409823894500732,0.4274326973019915,,
6461,41,,1.4566897278727269,51,1.5101349622222138,0.20403233170509336,0.4883648157119751,0.26496830582618713,0.0,,
6462,42,,2.4247622436077223,52,1.9110735369284133,0.08641813695430756,0.6052957773208618,0.27625760436058044,0.4813517457998853,,
6463,43,,4.873037976237168,53,2.737967470356666,0.13708461821079254,0.7261270880699158,0.13494326174259186,0.4117387053264739,,
6464,44,,3.696553561730963,54,2.3662625054477138,0.21425627171993256,0.35196346044540405,0.41691654920578003,0.4778210459147881,,
6465,45,,3.0722662777749417,55,2.0394588438945047,0.15791897475719452,0.5615789294242859,0.2790010571479797,0.4119658480413128,,
6466,46,,6.278861444493911,56,3.130987125300704,0.0012928678188472984,0.5742277503013611,0.4239291250705719,1.0789593218788871e-05,,
6467,47,,6.913749261921803,57,3.2467902155817554,0.0004262675356585533,0.02879171259701252,0.9707732796669006,0.4200566752845552,,
6468,48,,9.896825681871519,58,3.7996801529792914,0.4983205795288086,0.3551737666130066,0.13260804116725922,0.3827158809416971,,
6469,49,,8.456548602208594,59,3.6060277433734456,0.0006275972700677812,0.9184303879737854,0.08081385493278502,0.4951382886450288,,
6470,50,,1.8968755816244576,60,1.7266313941315263,0.2239784598350525,0.5790092349052429,0.18438290059566492,0.3886609155847006,,
6471,51,,12.739122204398484,61,4.4828415836724815,0.07164870202541351,0.7588882446289062,0.16570140421390533,0.4959747173542523,,
6472,52,,6.096703717979612,62,3.0715443275797663,0.025113362818956368,0.5833877921104431,0.3637930750846863,0.4978366172745484,,
6473,53,,7.566970033624967,64,3.3525972444754286,0.008594115264713764,0.7693037390708923,0.2213304191827774,0.2919009893637943,,
6474,54,,2.029542754131473,65,1.8652331853991349,0.006303716450929643,0.8634362816810608,0.12958507239818573,0.26780168718809777,,
6475,55,,3.4927790444305407,66,2.3439391896558384,0.021255124360322952,0.5973764657974243,0.3808613121509552,0.2562412006433847,,
6476,56,,8.303350972728532,67,3.5192900868531205,0.005671021062880754,0.6884176731109619,0.305343359708786,0.4872868493715435,,
6477,57,,6.514304473651831,68,3.2732526356431326,0.007458467967808247,0.477347195148468,0.5109189748764038,0.4789911588806794,,
6478,58,,4.251728829929919,69,2.5281124183356782,0.0011054413625970485,0.4588005244731903,0.539889395236969,0.5784141565866572,,
6479,59,,5.003556034289996,70,2.8680312443716764,0.10754857957363127,0.5515393018722534,0.3404645323753357,0.3671129012816626,,
6480,60,,3.289807127041138,71,2.344449054131156,0.005957364570349455,0.5330373048782349,0.4527784287929535,0.4602327656106501,,
6481,61,,6.965415860088756,72,3.2625250179634206,0.0013474730076268315,0.7408650517463684,0.2567443549633026,0.4951434629080119,,
6482,62,,10.441659612481695,73,4.152728103239107,0.03200376778841019,0.7540954947471619,0.21345417201519007,0.3550134853505708,,
6483,63,,2.0595297963106853,74,1.7413799698266563,0.002005751710385084,0.8667215704917908,0.1305769383907318,0.5395972562416003,,
6484,64,,4.37738196962917,75,2.545501074952216,0.02413376420736313,0.818304181098938,0.15568819642066956,0.5774590670813111,,
6485,65,,3.1294300054042017,76,2.1630526480697743,0.009130177088081837,0.6807413697242737,0.3075391948223114,0.535661972660332,,
6486,0,,6.4827100123277,1,3.7021981762009006,0.00019621940737124532,0.7862048149108887,0.21325157582759852,0.5859410759412248,,
6487,1,,5.395253621080198,2,3.48076888863221,0.00015226885443553329,0.8557417392730713,0.14397810399532318,0.5222334605485733,,
6488,2,,7.7754061919840805,3,4.001302461257988,3.4870707168010995e-05,0.7999741435050964,0.19996318221092224,0.4897093963412962,,
6489,3,,3.4790330971798973,4,2.6239361461201467,0.0006445468170568348,0.7536246180534363,0.2450416535139084,0.47426220992688894,,
6490,4,,2.0971079526557546,5,1.9949420365238952,0.0004001911147497594,0.8768028616905212,0.12250922620296475,0.3924346568656633,,
6491,5,,1.694777054894364,6,2.0439306383154006,0.5515041351318359,0.30262288451194763,0.12925170361995694,0.12036098473033482,,
6492,6,,5.663670320156336,7,3.394863714673688,0.00022348608763422817,0.7757489085197449,0.2238549143075943,0.4721344605961148,,
6493,7,,3.748372903626765,8,2.707069322887162,0.002933070529252291,0.5833388566970825,0.4133321046829224,0.4458266207142932,,
6494,8,,8.18108961427824,9,4.1592310073966665,8.161702862707898e-05,0.11480243504047395,0.8850865960121155,0.4811935697723553,,
6495,9,,3.9834589168783823,10,2.7497069418199227,0.02027127891778946,0.4758947789669037,0.5028719902038574,0.700341693901176,,
6496,10,,4.613300943046742,11,3.1285275303577404,0.000266274670138955,0.8931887149810791,0.10630111396312714,0.3790029150786226,,
6497,11,,2.770012709920413,12,2.416730628316384,0.0016295115929096935,0.7988226413726807,0.19914039969444275,0.4411443485832544,,
6498,12,,4.639928347023738,13,3.1149812336287037,0.0004147298459429294,0.8154849410057068,0.18390265107154846,0.3294210650602813,,
6499,13,,1.5964663648024058,14,1.7252110509386689,0.018023915588855743,0.833523154258728,0.14727415144443512,0.2410202850130024,,
6500,14,,9.527104302409779,15,4.5599817120168815,4.2748793930513784e-05,0.6022403836250305,0.3976610004901886,0.5250280565973485,,
6501,15,,0.308696468199364,16,0.8358710821123759,0.016369473189115524,0.6729175448417664,0.3076862394809723,0.3056147816936791,,
6502,16,,6.932010235427772,17,4.150088392752335,0.008486644364893436,0.2654041051864624,0.7106427550315857,0.11874085335835788,,
6503,17,,2.5929737644188147,18,2.4056334390638865,0.0006753188208676875,0.9225528836250304,0.0762537345290184,0.37442601646197415,,
6504,18,,6.8219181017317405,19,3.790946089701037,0.0009501304011791943,0.4549854695796967,0.5424802303314209,0.4308380109710472,,
6505,19,,0.16064468339631566,20,0.8765890757796465,0.028931479901075363,0.7243403792381287,0.2353542745113373,0.21449394447193565,,
6506,20,,5.05738387161857,21,3.4091533771771583,0.0007975886692292987,0.5798653960227966,0.4185895919799805,0.33613379321156805,,
6507,21,,1.4242432281942452,22,1.640735930842227,0.05421751737594605,0.6133221983909607,0.33123889565467834,0.4208197992248259,,
6508,22,,6.956347069379169,23,3.771938054338712,0.0013262169668450956,0.7748488783836365,0.2230274081230164,0.43132550261425295,,
6509,23,,2.8962372997476864,24,2.2345237232519795,0.0043030865490436545,0.7794812321662903,0.21509914100170133,0.5557389046637485,,
6510,24,,3.041915072079453,25,2.5610242820140607,0.009710585698485373,0.6842954754829407,0.2988762855529785,0.07397584105584526,,
6511,25,,2.8990637843745315,26,2.472859381732957,0.0008745743543840946,0.8880501389503479,0.11060049384832382,0.2303997780243585,,
6512,26,,0.4589770137801126,27,0.896959542021917,0.08110015839338303,0.3309749364852905,0.5874668955802917,0.3657647944034773,,
6513,27,,0.4617664755177418,28,0.8520721416473866,0.18639150261878967,0.4934860169887543,0.3190862238407135,0.0,,
6514,28,,6.6887783193675565,29,3.624989120697717,7.275907410075888e-05,0.8543145656585693,0.145553320646286,0.4326422961458893,,
6515,29,,4.158756021368407,30,2.9529712459590813,0.001999823143705725,0.8461859822273254,0.14730818569660187,0.3398917075880821,,
6516,30,,8.064819432999329,31,4.311044207047048,0.0004688137269113213,0.7951430678367615,0.20397455990314484,0.1638529903420999,,
6517,31,,4.42494357593214,32,3.1034685698727107,0.0006236651679500937,0.5989941358566284,0.3997669816017151,0.4903514869765162,,
6518,32,,0.5257722815766905,33,0.993449835265448,0.4114863276481629,0.4097707867622376,0.16870467364788055,0.40749664150755904,,
6519,33,,2.5300957353914217,34,2.341099494678253,0.027914917096495632,0.8211457133293152,0.15034237504005432,0.5311231775009386,,
6520,34,,5.978152572570085,35,3.6046537725835712,0.00016259994299616665,0.8249223232269287,0.17475059628486633,0.17468690440634274,,
6521,35,,3.541519929249382,36,2.7713969128137244,0.0030872891657054424,0.8528121113777161,0.14275045692920685,0.43019397618102095,,
6522,36,,6.600839329002078,37,3.69075102197777,0.0010311935329809783,0.8145103454589844,0.18270772695541385,0.3519645749250529,,
6523,37,,5.020981645483468,38,3.2274857531916514,0.0002988227643072605,0.8737271428108215,0.12583604454994202,0.5919811120524926,,
6524,38,,1.985197628752004,39,2.155012813582726,0.0007305653998628259,0.8959342241287231,0.10301754623651503,0.3903582634683387,,
6525,39,,4.639817975973769,40,3.2447516548423763,0.0003598752955440432,0.7748734354972839,0.2246201038360596,0.4363177186910931,,
6526,40,,3.5916941680808008,41,2.787283832862839,0.004171328619122504,0.6096777319908142,0.3827473521232605,0.3809907217121088,,
